full_name,salary2,yearID,,,,,,,,,,,,,,,,,,,,,,
A.J. Pierzynski,"$250,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Kerry Robinson,"$250,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Shawn Wooten,"$250,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Michael Young,"$250,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
D'Angelo Jimenez,"$240,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Augie Ojeda,"$240,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Luis Rivas,"$240,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Gary Matthews Jr.,"$237,500 ",2002,,,,,,,,,,,,,,,,,,,,,,
Chris Woodward,"$235,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Jay Gibbons,"$232,500 ",2002,,,,,,,,,,,,,,,,,,,,,,
Jack Wilson,"$232,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Luis Matos,"$230,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Craig Wilson,"$229,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Corey Patterson,"$227,500 ",2002,,,,,,,,,,,,,,,,,,,,,,
Rob Mackowiak,"$227,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Hiram Bocachica,"$225,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Brian Buchanan,"$225,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Aaron Rowand,"$225,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Mark Bellhorn,"$224,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Chad Hermanson,"$223,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
McKay Christensen,"$222,500 ",2002,,,,,,,,,,,,,,,,,,,,,,
Mark DeRosa,"$222,500 ",2002,,,,,,,,,,,,,,,,,,,,,,
Timo Perez,"$222,500 ",2002,,,,,,,,,,,,,,,,,,,,,,
Vance Wilson,"$222,500 ",2002,,,,,,,,,,,,,,,,,,,,,,
Pedro Feliz,"$222,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Juan Uribe,"$222,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Milton Bradley,"$221,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Felipe Lopez,"$221,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Vernon Wells,"$221,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Nick Johnson,"$220,650 ",2002,,,,,,,,,,,,,,,,,,,,,,
Tom Wilson,"$220,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Dave Roberts,"$217,500 ",2002,,,,,,,,,,,,,,,,,,,,,,
Ramon Castro,"$216,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Brent Abernathy,"$215,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Rod Barajas,"$215,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Brady Clark,"$215,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Cesar Izturis,"$215,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Mike Kinkade,"$215,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Chad Moeller,"$215,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Junior Spivey,"$215,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Brian Schneider,"$212,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Marcus Giles,"$210,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Toby Hall,"$210,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
George Lombard,"$210,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
John McDonald,"$210,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Jeffrey DaVanon,"$207,500 ",2002,,,,,,,,,,,,,,,,,,,,,,
Brad Wilkerson,"$206,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Alex Escobar,"$205,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Ramon Vazquez,"$205,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Damon Minor,"$203,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Brandon Berger,"$202,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Pablo Ozuna,"$202,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Carlos Pena,"$202,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Alex Sanchez,"$202,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Cory Aldridge,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Brady Anderson,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Hank Blalock,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Sean Burroughs,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Morgan Ensberg,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Felix Escalona,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Geronimo Gil,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Nick Green,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Eric Hinske,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Dustan Mohr,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Abraham Nunez,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Jason Phillips,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Calvin Pickering,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Nick Punto,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Mike Rivera,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Jason Smith,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Reggie Taylor,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Yorvit Torrealba,"$200,000 ",2002,,,,,,,,,,,,,,,,,,,,,,
Alex Rodriguez,"$21,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Manny Ramirez,"$18,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Carlos Delgado,"$17,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Shawn Green,"$15,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mo Vaughn,"$15,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mike Piazza,"$14,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Derek Jeter,"$14,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Albert Belle,"$13,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Barry Bonds,"$13,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Raul Mondesi,"$13,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Sammy Sosa,"$13,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ken Griffey Jr.,"$12,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Larry Walker,"$12,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Juan Gonzalez,"$12,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Chipper Jones,"$12,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Bernie Williams,"$12,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jeromy Burnitz,"$11,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Andruw Jones,"$11,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jermaine Dye,"$11,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Vladimir Guerrero,"$11,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Gary Sheffield,"$11,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mike Sweeney,"$11,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Todd Helton,"$10,600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Nomar Garciaparra,"$10,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jeff Bagwell,"$10,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ivan Rodriguez,"$10,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Matt Williams,"$10,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Moises Alou,"$9,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Tim Salmon,"$9,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jim Thome,"$9,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Brian Jordan,"$9,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Barry Larkin,"$9,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Magglio Ordonez,"$9,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Rafael Palmiero,"$9,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Bobby Higginson,"$8,850,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Bobby Abreu,"$8,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Roberto Alomar,"$8,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Craig Biggio,"$8,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Bret Boone,"$8,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jim Edmonds,"$8,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jason Giambi,"$8,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Richard Hidalgo,"$8,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Eric Karros,"$8,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jason Kendall,"$8,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
John Olerud,"$7,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Johnny Damon,"$7,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Brian Giles,"$7,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Tino Martinez,"$7,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Darin Erstad,"$7,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Hammonds,"$7,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mike Lieberthal,"$7,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ellis Burks,"$7,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mike Cameron,"$7,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Rusty Greer,"$7,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Charles Johnson,"$7,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Javy Lopez,"$7,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Scott Rolen,"$7,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
David Segui,"$7,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
J.T. Snow,"$6,850,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Troy Glaus,"$6,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Matt Lawton,"$6,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Dmitri Young,"$6,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Damion Easley,"$6,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Cliff Floyd,"$6,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Edgar Renteria,"$6,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Fernando Tatis,"$6,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Preston Wilson,"$6,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Kevin Young,"$6,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jeff Cirillo,"$6,425,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ryan Klesko,"$6,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Paul Konerko,"$6,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Rey Ordonez,"$6,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Shannon Stewart,"$6,200,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Tony Batista,"$6,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Carlos Beltran,"$6,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Todd Hundley,"$6,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jeff Kent,"$6,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Hideki Matsui,"$6,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Tony Womack,"$6,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Sean Casey,"$5,600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mark Grudzielanek,"$5,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jose Vidro,"$5,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Omar Vizquel,"$5,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Garret Anderson,"$5,350,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Garret Anderson,"$5,350,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Rich Aurilia,"$5,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ben Grieve,"$5,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Miguel Tejada,"$5,125,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Geoff Jenkins,"$5,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Phil Nevin,"$5,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jorge Posada,"$5,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Richie Sexson,"$5,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Frank Thomas,"$5,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jose Valentin,"$5,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Fernando Vina,"$5,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Rondell White,"$5,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Luis Castillo,"$4,850,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Torii Hunter,"$4,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jason Varitek,"$4,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Vinny Castilla,"$4,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Roger Cedeno,"$4,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jeff Conine,"$4,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Alex S. Gonzalez,"$4,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Joe Randa,"$4,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mark Kotsay,"$4,450,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Steve Finley,"$4,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Derrek Lee,"$4,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Scott Spiezio,"$4,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Carlos Lee,"$4,200,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Edgardo Alfonzo,"$4,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Marvin Benard,"$4,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ray Durham,"$4,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Luis Gonzalez,"$4,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Edgar Martinez,"$4,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Trot Nixon,"$4,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ricky Gutierrez,"$3,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Fred McGriff,"$3,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Adrian Beltre,"$3,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Aaron Boone,"$3,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
J.D. Drew,"$3,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mike Lowell,"$3,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Eric Chavez,"$3,550,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Lance Berkman,"$3,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Dan Wilson,"$3,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Juan Encarnacion,"$3,450,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Gabe Kapler,"$3,425,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Corey Koskie,"$3,400,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Todd Walker,"$3,400,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Orlando Cabrera,"$3,300,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Randy Winn,"$3,300,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Brook Fordyce,"$3,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mark McLemore,"$3,150,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Marty Cordova,"$3,100,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Sean Burroughs,"$3,020,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Danny Bautista,"$3,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
David Bell,"$3,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Raul Ibanez,"$3,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Aramis Ramirez,"$3,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ichiro Suzuki,"$3,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Placido Polanco,"$2,875,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jacque Jones,"$2,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Brent Mayne,"$2,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Michael Tucker,"$2,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Damian Miller,"$2,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Paul LoDuca,"$2,636,667 ",2003,,,,,,,,,,,,,,,,,,,,,,
Craig Paquette,"$2,625,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Michael Barrett,"$2,600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Cristian Guzman,"$2,525,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jose Cruz Jr.,"$2,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Carlos Guillen,"$2,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Pokey Reese,"$2,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Bubba Trammell,"$2,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Adam Kennedy,"$2,270,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Frank Catalanotto,"$2,200,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Rafael Furcal,"$2,200,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Terrence Long,"$2,175,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Shane Halter,"$2,150,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Bill Mueller,"$2,100,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jeremy Giambi,"$2,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Drew Hensen,"$2,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Kevin Millar,"$2,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jose Vizcaino,"$2,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Eric Young,"$2,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ramon Hernandez,"$1,887,599 ",2003,,,,,,,,,,,,,,,,,,,,,,
Geoff Blum,"$1,850,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jay Payton,"$1,850,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Einar Diaz,"$1,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mark Grace,"$1,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Marquis Grissom,"$1,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Doug Mientkiewicz,"$1,750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Melvin Mora,"$1,725,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Alex Gonzalez,"$1,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Orlando Merced,"$1,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Eric Munson,"$1,700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Julio Lugo,"$1,575,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jerry Hairston Jr.,"$1,550,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Royce Clayton,"$1,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Todd Hollandsworth,"$1,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Eli Marrero,"$1,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Neifi Perez,"$1,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Benito Santiago,"$1,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Todd Zeile,"$1,500,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Scott Hatteberg,"$1,400,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Daryle Ward,"$1,350,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Henry Blanco,"$1,300,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Benjie Molina,"$1,300,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Rey Sanchez,"$1,300,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Kelly Stinnett,"$1,300,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jason LaRue,"$1,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mark Loretta,"$1,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
David Ortiz,"$1,250,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Olmedo Saenz,"$1,200,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
So Taguchi,"$1,200,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Gregg Zaun,"$1,200,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Alex Cora,"$1,150,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Denny Hocking,"$1,100,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Erubiel Durazo,"$1,065,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Kenny Lofton,"$1,025,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mike Bordick,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Pat Burrell,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Deivi Cruz,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ben Davis,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Rob Fick,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Brad Fullmer,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Doug Glanville,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Tyler Houston,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Reggie Sanders,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
B.J. Surhoff,"$1,000,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Eric Owens,"$925,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
David Dellucci,"$900,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Gary Matthews Jr.,"$900,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Juan Pierre,"$900,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Albert Pujols,"$900,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Desi Relaford,"$900,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Shane Spencer,"$900,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Matt Stairs,"$900,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Miguel Cairo,"$850,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ricky Ledee,"$850,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Todd Pratt,"$850,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Doug Mirabelli,"$805,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Juan Castro,"$800,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Matt Franco,"$800,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jose Hernandez,"$800,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Jose Macias,"$800,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Greg Myers,"$800,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Alfonso Soriano,"$800,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Wily Mo Pena,"$788,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Carlos Febles,"$775,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
John Flaherty,"$775,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Chris Woodward,"$775,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Paul Bako,"$750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Greg Colbrunn,"$750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Todd Greene,"$750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Xavier Nady,"$750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mark Teixeira,"$750,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Benji Gil,"$725,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Sandy Alomar Jr.,"$700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Gary Bennett,"$700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Dave Berg,"$700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Wiki Gonzalez,"$700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Orlando Palmeiro,"$700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Enrique Wilson,"$700,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Tony Graffanino,"$675,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Abraham Nunez,"$675,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Damian Jackson,"$650,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Mike DiFelice,"$625,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Marlon Anderson,"$600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Wilfredo Cordero,"$600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Eric Hinske,"$600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
John Mabry,"$600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Joe McEwing,"$600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Greg Norton,"$600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Tsuyoshi Shinjo,"$600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
Ruben Sierra,"$600,000 ",2003,,,,,,,,,,,,,,,,,,,,,,
